names_paul	## Quelques données : \n\nPaul était un dirigeant de l'Église Primitive qui avait été envoyé par Jésus pour annoncer la Bonne Nouvelle à de nombreux groupes de personnes.\n\n*   Paul était un Juif né dans la ville romaine de Tarse et donc, il était un citoyen romain.\n*   D’abord, on appelait Paul par son nom juif, Saul.\n*   Saul est devenu un chef religieux juif. Il a arrêté les Juifs qui étaient devenus des chrétiens. Paul pensait qu'ils déshonoraient Dieu en croyant en Jésus.\n*   Jésus s'est révélé à Saul dans une lumière aveuglante et lui a dit d'arrêter de persécuter les chrétiens.\n*   Saul a cru en Jésus et a commencé à enseigner ses compatriotes à son sujet.\n*   Plus tard, Dieu a envoyé Saul enseigner les non-juifs. Paul a fondé des églises dans différentes villes et provinces de l'empire romain. C’est quand il a commencé à s'appeler par son nom romain "Paul".\n*   Paul a aussi écrit des lettres pour encourager et enseigner les chrétiens dans les églises de ces villes. Plusieurs de ces lettres sont dans le Nouveau Testament.
names_timothy	## Définition :\n\n"Timothée était un jeune homme de Lystres qui est devenu un croyant en Christ à la suite du ministère de Paul dans sa ville* Il a ensuite rejoint Paul pour plusieurs voyages missionnaires et a aidé à guider de nouvelles communautés de croyants.\n\n* Sa grand-mère Lois ainsi que sa mère Eunice étaient juives et croyantes en Christ, mais son père était grec.\n* Parce que Timothée était en partie juif, Paul le fit circoncire afin qu'il puisse rendre le ministère pour les Juifs sans les offenser.\n* Les anciens et Paul ont formellement établi Timothée pour le ministère en lui imposant les mains et en priant pour lui.\n* Deux livres du Nouveau Testament  ont été écrits par Paul, fournissant des conseils à Timothée comme un jeune chef d'églises locales.
other_servant	## Définition :\n\nLe mot "serviteur" fait référence à une personne qui travaille pour une autre personne, soit par choix, soit par la force. Un "serviteur" était sous le contrôle complet de son maître. Dans la Bible, il y avait peu de différence entre un "serviteur" et un "esclave".\nLe terme "servir" signifie généralement faire un travail pour quelqu'un, et le concept peut être appliqué dans une grande variété de contextes.\n\n* Les serviteurs et les esclaves constituaient une partie importante de la maison de leur maître et beaucoup étaient traités presque comme des membres de la famille. Parfois, un "esclave" choisissait de s'asservir à vie à son maître.\n* Un "esclave" était une sorte de serviteur qui était la propriété de la personne pour laquelle il travaillait. La personne qui achetait un esclave était appelée son "propriétaire" ou "maître". Certains maîtres traitaient leurs esclaves très cruellement, tandis que d'autres maîtres traitaient très bien leurs esclaves.\n* Le terme "esclavage" se rapporte à la condition de ceux qui sont "esclaves".\n* Une personne pouvait être temporairement esclave, par exemple en travaillant pour rembourser une dette à son propriétaire.\n* Dans la Bible, l'expression, "je suis ton serviteur", était utilisée comme signe de respect et de service envers une personne de rang supérieur, comme un roi. Cela ne voulait pas dire que la personne qui parlait était un "serviteur".\n* Les expressions "un jeune homme" ou "une jeune femme" se rapportaient souvent à un "serviteur" ou un "esclave".\n* Dans l'Ancien Testament, les prophètes de Dieu et les autres personnes qui adoraient Dieu étaient souvent appelés ses "serviteurs".\n* Dans le Nouveau Testament, les gens qui obéissaient à Dieu par la foi en Christ étaient souvent appelés ses "serviteurs".\n* Dans le contexte d'une personne recevant des invités, "servir" signifie "prendre soin de" ou "servir de la nourriture" ou "servir un repas".\n* "Servir des tables" signifie apporter de la nourriture aux personnes assises à des tables, ou plus généralement, "distribuer de la nourriture".\n* Ceux qui enseignent au sujet de Dieu sont censés "servir" Dieu et ceux qu’ils enseignent.\n* Le Nouveau Testament parle des êtres humains comme des "esclaves du péché" jusqu'à ce que Jésus les libère de son contrôle et de son pouvoir. Lorsqu'une personne reçoit une nouvelle vie en Christ, elle cesse d'être esclave du péché et devient esclave de la justice.\n\n## Suggestions pour la traduction\n\n* Le terme "servir" peut également être traduit par "pourvoir aux besoins de" ou "travailler pour" ou "prendre soin de" ou "obéir", selon le contexte.\n* Le terme "asservir" pourrait être traduit par, "causer quelqu'un de ne pas être libre", "forcer quelqu'un à servir autrui" ou "mettre quelqu'un sous le contrôle d’autrui".\n* L’expression "asservi à" ou "en esclavage" pourrait être traduite par, "forcé d’être esclave" ou "forcé de servir" ou "sous le contrôle de".\n* "Servir Dieu" peut se traduire par "adorer et obéir à Dieu" ou "faire le travail que Dieu a commandé".\n* Jésus a dit aux disciples de "servir" le poisson à la foule. "Servir" peut être traduit par, "distribuer", "remettre à" ou "donner".\n* Paul parle aux Corinthians de leur "service" sous l’Ancienne ou la Nouvelle Alliance. "Service pourrait "être traduit par, "servir", "obéir" ou "se dévouer à".\n* L'expression, "ses jeunes femmes", pourrait être traduite par "ses servantes" ou "ses esclaves".
kt_christ	## Information Bibliographique :\n\nLes termes "Messie" et "Christ" signifient "l'Oint" et se réfèrent à Jésus, le Fils de Dieu.\n\n*   "Messie" et "Christ" sont tous les deux utilisés dans le Nouveau Testament pour se référer au Fils de Dieu. C'est lui que Dieu le Père a désigné pour régner sur son peuple et pour sauver le monde du péché et de la mort.\n*   Dans l'Ancien Testament, les prophètes ont écrit des prophéties au sujet du "Messie" des centaines d'années avant sa venue sur la terre.\n*   Souvent, le mot "l'oint" était utilisé dans l'Ancien Testament pour parler du "Messie" qui viendrait.\n*   Jésus a accompli beaucoup de ces prophéties et a fait beaucoup d'œuvres miraculeuses qui ont prouvé qu'il est le "Messie". Le reste de ces prophéties se réalisera quand il reviendra.\n*   Le mot "Christ" est souvent utilisé comme un titre, comme dans "le Christ" et "Jésus Christ".\n*   "Christ" est aussi utilisé dans le nom propre qui lui est donné, "Jésus-Christ".\n\n## Suggestions pour la traduction :\n\n* Ce terme pourrait être traduit en utilisant sa signification, "l'Oint" ou "le Sauveur oint de Dieu".\n* De nombreuses langues utilisent un mot translittéré qui ressemble ou sonne comme "Christ" ou "Messie".\n* Le mot translittéré pourrait être suivi de la définition du terme, comme dans "Christ, l'Oint".\n* Soyez cohérent dans la façon dont ce terme est traduit dans toute la Bible afin qu'il soit clair qu'il s'agit du même terme.\n* Assurez-vous que les traductions de "Messie" et "Christ" fonctionnent bien dans les contextes où les deux termes apparaissent dans le même verset .
kt_jesus	## Définition :\n\nJésus est le Fils de Dieu. Le nom "Jésus" signifie "Yahvé sauve". Le terme "Christ" est un titre qui signifie "oint" et est un autre mot pour le Messie.\n\n* Les deux noms sont souvent combinés pour former "Jésus Christ". Ces noms renforcent le fait que le Fils de Dieu est le Messie, qui est venu pour sauver les gens de la punition éternelle pour leurs péchés.\n* De manière miraculeuse, le Saint-Esprit a fait naître le Fils éternel de Dieu sous la forme d'un être humain. Un ange a dit à sa mère de l'appeler "Jésus" car il était destiné à sauver les hommes de leurs péchés.\n* Jésus a accompli de nombreux miracles qui ont révélé qu'il est Dieu et qu'il est le Christ, et le Messie.\n\n## Suggestions pour la traduction :\n\n* Dans de nombreuses langues, "Jésus" et "Christ" sont écrits de manière à garder les sons ou l'orthographe aussi proches que possible de l'original. "Jesu Cristo", "Jezus Christus", "Yesus Kristus" et "Hesukristo" sont quelques exemples de la façon d'écrire ces noms dans des langues différentes.\n* Pour le terme "Christ", certains traducteurs peuvent préférer n'utiliser qu'une seule forme du terme "Messie" tout au long du texte.\n* Considérez également comment ces noms sont écrits dans une langue locale ou nationale proche.
kt_saint	## Définition :\n\nLe terme "saints" signifie littéralement "ceux qui sont saints" et désigne les croyants en Jésus.\n\n* Plus tard dans l'histoire de l'Église, une personne connue pour ses bonnes œuvres a reçu le titre de "saint", mais ce n'était pas ainsi que ce terme était utilisé à l'époque du Nouveau Testament.\n* Les croyants en Jésus sont appelés saints non pas à cause de ce qu'ils ont fait, mais plutôt par la foi en l'œuvre salvatrice de Jésus-Christ. C'est lui qui les rend saints.\n\n## Suggestions pour la traduction :\n\n* Les moyens de traduire "saints" pourraient inclure "les saints" ou "les gens saints" ou "les personnes qui croient en Jésus" ou "ceux qui sont mis à part".\n* Veillez à ne pas utiliser un terme qui fait référence à des personnes d'un seul groupe chrétien.
kt_inchrist	## Définition\n\nL'expression "en Christ" et les termes qui y sont associés font référence à l'état ou à la condition d'être en relation avec Jésus-Christ par la foi en lui.\n\n* D'autres termes connexes sont : "en Jésus-Christ", "dans le Seigneur Jésus", "dans le Seigneur Jésus-Christ".\n* Les significations possibles du terme "en Christ" pourraient être : "parce que vous appartenez au Christ" ou "par la relation que vous avez avec le Christ" ou "sur la base de votre foi en Christ."\n* Ces termes apparentés ont tous le même sens de croire en Jésus et d'être son disciple.\n* Remarque : Parfois, le mot "en" accompagne le verbe. Par exemple, "partager en Christ" signifie "partager" les avantages qui découlent de la connaissance du Christ. Se "glorifier en Christ" signifie se réjouir et louer Dieu pour qui Jésus est et ce qu'il a fait. "Croire en Christ" signifie avoir confiance en lui comme Sauveur et le connaître.\n\n## Suggestions pour la traduction :\n\nSelon le contexte, il existe différentes façons de traduire "en Christ" et "dans le Seigneur"  :\n\n* "Qui appartiennent au Christ"\n* "Parce que vous croyez au Christ"\n* "Parce que le Christ nous a sauvés"\n* "Au service du Seigneur"\n* "Compter sur le Seigneur"\n* "À cause de ce que le Seigneur a fait".\n\n* Les personnes qui "croient en Christ" ou qui "ont la foi en Christ" croient tout ce que Jésus a enseigné et lui font confiance pour les sauver en raison de son sacrifice sur la croix qui a payé la peine pour leurs péchés. Certaines langues peuvent avoir un mot qui traduit des verbes comme "croire en" ou "partager en" ou "avoir confiance en".
names_philippi	## Information :\n\n"Philippes" était une grande ville et colonie romaine située en Macédoine dans la partie nord de la Grèce antique. Les habitants de Philippes étaient appelés "Philippiens".\n\n* Paul et Silas se sont rendus à Philippes pour y prêcher au sujet de Jésus .\n* Alors quíls étaient à Philippes, Paul et Silas ont été arrêtés , mais Dieu les a miraculeusement libérés.\n* Le livre des Philippiens, dans le Nouveau Testament, est une lettre que l'apôtre Paul a écrite aux chrétiens de l'église de Philippes.\n* Notez qu'il s'agit d'une ville différente de Philippes de Césarée qui était située dans le nord-est d'Israël près du mont Hermon.
other_overseer	## Définition:\n\nLe terme "superviseur" s’applique à une personne qui est responsable du travail et du bien-être des autres. Dans la Bible, le terme "gardien" signifie souvent "surveillant".\n\n* Dans l’Ancien Testament, un "superviseur" avait pour tâche de s’assurer que les travailleurs sous ses ordres faisaient bien leur travail.\nDans le Nouveau Testament, les termes "superviseur", "surveillant" ou "dignitaire ecclésiastique" étaient utilisés pour décrire les dirigeants de l’Église chrétienne primitive. Leur travail était de prendre soin des besoins spirituels de l’église, en s’assurant que les croyants recevaient un enseignement biblique précis.\n* Paul dit qu’un "surveillant" est comme un pasteur qui prend soin des croyants d'une église locale, qui sont son troupeau.\n* Le "surveillant" ou "gardien" veille sur le troupeau comme un berger. Il garde et protège les croyants contre tout enseignement spirituel faux et contre d’autres influences mauvaises.\n* Dans le Nouveau Testament, les termes "surveillants", "superviseurs" "anciens", "gardiens" et "pasteurs" représentent différentes façons de se référer aux mêmes chefs spirituels de l'Église.\n\n## Suggestions pour la traduction\n\n* D’autres façons de traduire les termes ci-dessus pourraient être "chef", ou "manageur", ou "dirigeant", ou "gestionnaire" ou "administrateur".\n* Lorsqu’on fait référence à un chef d’un groupe local du peuple de Dieu, on pourrait employer une expression qui signifie "superviseur spirituel" ou "quelqu’un qui s’occupe des besoins spirituels d’un groupe de croyants" ou "personne qui veille sur les besoins spirituels de l’Église".\n\n\n\n## Bible References:\n\n* 1 Chronicles 26:31-32\n* 1 Timothy 3:2\n* Acts 20:28\n* Genesis 41:33-34\n* Philippians 1:1\n\n## Word Data:\n\n* Strong’s: H5329, H6485, H6496, H7860, H8104, G19830, G19840, G19850
kt_deacon	## Définition :\n\nUn diacre est une personne qui sert dans l'église locale, aidant les autres croyants à répondre à leurs besoins pratiques, comme la nourriture ou l'argent.\n\n* Le mot "diacre" vient directement d'un mot grec qui signifie "serviteur" ou "ministre".\n* Dès l'époque des premiers chrétiens, le "diacre" a été un rôle et un ministère bien défini dans le corps de l'Église.\n* Par exemple, dans le Nouveau Testament, les "diacres" veillaient à ce que l'argent ou la nourriture que les croyants se partageaient soient distribués équitablement aux veuves parmi eux.\n\n## Suggestions pour la traduction :\n\n* Le terme "diacre" peut également être traduit par "ministre de l'Église", "ouvrier de l'Église" ou "serviteur de l'Église", ou toute autre expression montrant que la personne a été officiellement désignée pour accomplir des tâches spécifiques au profit de la communauté chrétienne locale\n\n, 
